Job Number,Borough Name,Count Permits,First Permit Date,Current Date,Age,Permit Expiration Date,Sidewalk Shed/Linear Feet,Construction Material,Current Job Status,BIN Number,Community Board,Latitude Point,Longitude Point,House Number,Street Name,Borough Digit,Block,Lot,Applicant Business Name,ProCert,Source,activity,Commercial
S00292481-I1,STATEN ISLAND,,2020-01-31,2025-07-30,2006,2025-12-17,1349.0,,Permit Entire,5088090,503,40.50777,-74.24362,528,ACADEMY AVENUE,5,7894,1,DSENY ENGINEERING SERVICES  PC,0,DOB NOW,Construction or Maintenance,Other Zoning Districts
S00297915-I1,STATEN ISLAND,,2020-01-30,2025-07-30,2007,2026-04-01,395.0,,Permit Entire,5082854,503,40.51643,-74.19731,392,SEGUINE AVENUE,5,6694,195,KZ ENGINEERING  PC,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
S00337597-I1,STATEN ISLAND,,2020-03-27,2025-07-30,1950,2026-01-24,300.0,,Permit Entire,5109508,502,40.59534,-74.0793,84,LAMPORT BOULEVARD,5,3243,100,BITOPI CONSULTANTS LLC,1,DOB NOW,Local Law 11,Other Zoning Districts
S00400998-I1,STATEN ISLAND,,2020-09-21,2025-07-30,1772,2025-10-06,110.0,,Permit Entire,5106523,501,40.63588,-74.10556,355,BARD AVENUE,5,102,1,SYED ENGINEERING  P.C.,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
S00459412-I1,STATEN ISLAND,,2021-01-28,2025-07-30,1643,2025-09-29,935.0,,Permit Entire,5106523,501,40.63588,-74.10556,355,BARD AVENUE,5,102,1,ASHRAF CORP,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
S00579071-I1,STATEN ISLAND,,2021-10-05,2025-07-30,1393,2025-09-12,510.0,,Permit Entire,5042776,501,40.61332,-74.06897,191,VERMONT AVENUE,5,2852,1,TRIANGLE INSP & TEST SER INC.,0,DOB NOW,Construction or Maintenance,Other Zoning Districts
S00622084-I1,STATEN ISLAND,,2022-01-11,2025-07-30,1295,2025-12-31,3772.0,,Permit Entire,5055367,502,40.57054,-74.10624,465,NEW DORP LANE,5,3930,10,AK CONSULTING SERVICES  INC,0,DOB NOW,Construction or Maintenance,Other Zoning Districts
S00632422-I1,STATEN ISLAND,,2022-01-13,2025-07-30,1293,2025-10-17,1160.0,,Permit Entire,5107239,501,40.62482,-74.15063,1860,FOREST AVENUE,5,1706,1,TRIANGLE INSP & TEST SER INC.,0,DOB NOW,Construction or Maintenance,Other Zoning Districts
S00638819-I1,STATEN ISLAND,,2021-12-20,2025-07-30,1317,2025-12-13,64.0,,Permit Entire,5000019,501,40.63878,-74.07603,144,BAY STREET,5,5,3,PAUL PERDEK  PROF. ENG. PLLC,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay
S00739777-I1,STATEN ISLAND,,2022-11-07,2025-07-30,995,2025-12-17,643.0,,Permit Entire,5037524,502,40.59213,-74.15862,33,FERNDALE AVENUE,5,2364,1,DSENY ENGINEERING SERVICES  PC,0,DOB NOW,Construction or Maintenance,Other Zoning Districts
S00774658-I1,STATEN ISLAND,,2022-08-24,2025-07-30,1070,2025-10-30,192.0,,Permit Entire,5106483,501,40.64541,-74.08222,105,HAMILTON AVENUE,5,22,1,NYMS CONSULTING LLC,0,DOB NOW,Construction or Maintenance,Other Zoning Districts
S00796679-I1,STATEN ISLAND,,2022-10-13,2025-07-30,1020,2026-03-19,28.0,,Permit Entire,5069075,503,40.53662,-74.16306,54,OSBORNE STREET,5,5336,1,NYMS CONSULTING LLC,0,DOB NOW,Construction or Maintenance,Other Zoning Districts
S00806172-I1,STATEN ISLAND,,2023-01-31,2025-07-30,910,2025-09-16,184.0,,Permit Entire,5048818,502,40.59244,-74.09211,180,BURGHER AVENUE,5,3314,31,TRIANGLE INSP & TEST SER INC.,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
S00835327-I1,STATEN ISLAND,,2023-03-07,2025-07-30,875,2025-12-19,358.0,,Permit Entire,5046266,502,40.60582,-74.08743,1950,CLOVE ROAD,5,3157,1,MJE PROFESSIONAL SERVICES,1,DOB NOW,Local Law 11,Other Zoning Districts
S00850093-I1,STATEN ISLAND,,2023-06-02,2025-07-30,788,2025-11-18,650.0,,Permit Entire,5045488,502,40.59787,-74.07053,99,MACFARLAND AVENUE,5,3097,14,AME SERVICES INC.,0,DOB NOW,Construction or Maintenance,Other Zoning Districts
S00868126-I1,STATEN ISLAND,,2023-05-03,2025-07-30,818,2026-01-27,511.0,,Permit Entire,5108964,502,40.60765,-74.11965,275,WESTWOOD AVENUE,5,706,1,BITOPI CONSULTANTS LLC,1,DOB NOW,Local Law 11,Other Zoning Districts
S00876902-I1,STATEN ISLAND,,2023-05-18,2025-07-30,803,2025-10-29,83.0,,Permit Entire,5000209,501,40.63915,-74.07758,430,ST MARKS PLACE,5,16,120,ARQUITECTURA VARELA,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay
S00900687-I1,STATEN ISLAND,,2023-07-13,2025-07-30,747,2025-08-14,340.0,,Permit Entire,5108502,501,40.646,-74.08028,185,ST MARKS PLACE,5,13,8,MJE PROFESSIONAL SERVICES,1,DOB NOW,Local Law 11,Other Zoning Districts
S00919020-I1,STATEN ISLAND,,2023-08-15,2025-07-30,714,2025-12-22,112.0,,Permit Entire,5043303,501,40.61657,-74.0754,330,TOMPKINS AVENUE,5,2873,34,AG ENGINEERING PLLC,1,DOB NOW,Local Law 11,Other Zoning Districts
S00919092-I1,STATEN ISLAND,,2023-12-13,2025-07-30,594,2025-09-15,357.0,,Permit Entire,5000290,501,40.63899,-74.07944,211,DANIEL LOW TERRACE,5,18,6,DSENY ENGINEERING SERVICES  PC,0,DOB NOW,Construction or Maintenance,Other Zoning Districts
S00928784-I1,STATEN ISLAND,,2023-10-24,2025-07-30,644,2025-10-29,48.0,,Permit Entire,5079651,503,40.5446,-74.19701,455,HUGUENOT AVENUE,5,6050,2,NYMS CONSULTING LLC,0,DOB NOW,Construction or Maintenance,Other Zoning Districts
S00957772-I1,STATEN ISLAND,,2024-01-17,2025-07-30,559,2026-01-16,19.0,,Permit Entire,5043519,501,40.61116,-74.08379,140,PALMA DRIVE,5,2888,40,TRIANGLE INSP & TEST SER INC.,0,DOB NOW,Construction or Maintenance,Other Zoning Districts
S00974077-I1,STATEN ISLAND,,2023-12-27,2025-07-30,580,2025-09-29,274.0,,Permit Entire,5109139,501,40.6391,-74.17024,85,HOLLAND AVENUE,5,1272,11,ASHRAF CORP,1,DOB NOW,Local Law 11,Other Zoning Districts
S00974090-I1,STATEN ISLAND,,2023-12-27,2025-07-30,580,2025-09-29,240.0,,Permit Entire,5109140,501,40.6391,-74.17024,35,HOLLAND AVENUE,5,1272,11,ASHRAF CORP,1,DOB NOW,Local Law 11,Other Zoning Districts
S00974098-I1,STATEN ISLAND,,2023-12-28,2025-07-30,579,2025-09-29,266.0,,Permit Entire,5112688,501,40.6391,-74.17024,65,HOLLAND AVENUE,5,1272,11,ASHRAF CORP,1,DOB NOW,Local Law 11,Other Zoning Districts
S00984263-I1,STATEN ISLAND,,2024-01-04,2025-07-30,572,2025-09-29,342.0,,Permit Entire,5112687,501,40.6391,-74.17024,55,HOLLAND AVENUE,5,1272,11,ASHRAF CORP,1,DOB NOW,Local Law 11,Other Zoning Districts
S01009071-I1,STATEN ISLAND,,2024-02-28,2025-07-30,517,2026-02-28,90.0,,Permit Entire,5049717,502,40.58454,-74.08552,475,SEAVIEW AVENUE,5,3355,32,LAWSON CHRISTIAN,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
S01022295-I1,STATEN ISLAND,,2024-03-20,2025-07-30,496,2026-03-12,92.0,,Permit Entire,5112323,502,40.5779,-74.16229,5,WINDHAM LOOP,5,2450,7509,PR,1,DOB NOW,Local Law 11,Other Zoning Districts
S01022790-I1,STATEN ISLAND,,2024-03-20,2025-07-30,496,2026-03-28,55.0,,Permit Entire,5175048,501,40.63479,-74.13524,263,PORT RICHMOND AVENUE,5,1036,4,RIGID STRUCTURAL DESIGN  LLC,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay
S01032640-I1,STATEN ISLAND,,2024-06-10,2025-07-30,414,2025-09-29,330.0,,Permit Entire,5157402,501,40.61518,-74.06464,31,HYLAN BOULEVARD,5,2829,7501,ASHRAF CORP,1,DOB NOW,Local Law 11,Other Zoning Districts
S01037301-I1,STATEN ISLAND,,2024-04-19,2025-07-30,466,2026-03-05,452.0,,Permit Entire,5000090,501,40.64504,-74.07779,100,RICHMOND TERRACE,5,9,22,PAUL PERDEK  PROF. ENG. PLLC,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay
S01051241-I1,STATEN ISLAND,,2024-05-16,2025-07-30,439,2025-12-19,35.0,,Permit Entire,5000206,501,40.63939,-74.07763,422,ST MARKS PLACE,5,16,117,MJE PROFESSIONAL SERVICES,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay
S01071366-I1,STATEN ISLAND,,2024-07-03,2025-07-30,391,2025-09-29,601.0,,Permit Entire,5095818,501,40.63556,-74.11886,240,BROADWAY,5,196,1,ASHRAF CORP,1,DOB NOW,Local Law 11,Commercial District/Overlay
S01077994-I1,STATEN ISLAND,,2024-07-12,2025-07-30,382,2026-05-08,100.0,,Permit Entire,5005061,501,40.63027,-74.11486,101,MYRTLE AVENUE,5,182,62,MSM ENGINEERING SERVICES  PLLC,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
S01080466-I1,STATEN ISLAND,,2025-05-20,2025-07-30,70,2025-12-31,725.0,,Permit Entire,5009028,501,40.61404,-74.1162,1581,VICTORY BOULEVARD,5,331,1,AME SERVICES INC.,0,DOB NOW,Construction or Maintenance,Other Zoning Districts
S01083956-I1,STATEN ISLAND,,2024-07-23,2025-07-30,371,2026-04-01,286.0,,Permit Entire,5166154,502,40.6413,-74.07433,50,THE CIRCLE,5,1,60,PR,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay
S01097684-I1,STATEN ISLAND,,2024-08-21,2025-07-30,342,2025-08-21,32.0,,Permit Entire,5125499,501,40.63424,-74.16062,104,HARBOR ROAD,5,1236,164,PR,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
S01098967-I1,STATEN ISLAND,,2025-01-28,2025-07-30,182,2026-01-28,824.0,,Permit Entire,5052791,502,40.5736,-74.10849,216,CLAWSON STREET,5,3645,7,360 ENGINEERING P.C.,0,DOB NOW,Construction or Maintenance,Other Zoning Districts
S01108012-I1,STATEN ISLAND,,2024-09-11,2025-07-30,321,2025-09-11,613.0,,Permit Entire,5095816,501,40.63556,-74.11886,778,HENDERSON AVENUE,5,196,1,ASHRAF CORP,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay
S01108666-I1,STATEN ISLAND,,2024-09-16,2025-07-30,316,2025-09-19,94.0,,Permit Entire,5013580,501,40.63023,-74.08102,309,ST PAULS AVENUE,5,517,30,MSM ENGINEERING SERVICES  PLLC,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
S01108709-I1,STATEN ISLAND,,2024-10-16,2025-07-30,286,2025-09-29,575.0,,Permit Entire,5095815,501,40.63556,-74.11886,780,HENDERSON AVENUE,5,196,1,ASHRAF CORP,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay
S01110184-I1,STATEN ISLAND,,2024-10-23,2025-07-30,279,2026-01-16,190.0,,Permit Entire,5013382,501,40.63368,-74.07836,98,GRANT STREET,5,506,81,AK CONSULTING SERVICES  INC,0,DOB NOW,Construction or Maintenance,Other Zoning Districts
S01110560-I1,STATEN ISLAND,,2025-03-26,2025-07-30,125,2025-10-25,850.0,,Permit Entire,5001150,501,40.64203,-74.08546,55,LAYTON AVENUE,5,49,182,AK CONSULTING SERVICES  INC,0,DOB NOW,Construction or Maintenance,Other Zoning Districts
S01114378-I1,STATEN ISLAND,,2024-10-08,2025-07-30,294,2025-09-29,568.0,,Permit Entire,5095814,501,40.63556,-74.11886,806,HENDERSON AVENUE,5,196,1,ARQUITECTURA VARELA,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay
S01114584-I1,STATEN ISLAND,,2024-10-11,2025-07-30,291,2025-09-29,579.0,,Permit Entire,5095813,501,40.63556,-74.11886,820,HENDERSON AVENUE,5,196,1,ARQUITECTURA VARELA,1,DOB NOW,Local Law 11,Commercial District/Overlay
S01114603-I1,STATEN ISLAND,,2024-10-08,2025-07-30,294,2025-09-29,565.0,,Permit Entire,5095817,501,40.63556,-74.11886,810,HENDERSON AVENUE,5,196,1,ARQUITECTURA VARELA,1,DOB NOW,Local Law 11,Commercial District/Overlay
S01114849-I1,STATEN ISLAND,,2024-10-08,2025-07-30,294,2025-09-29,705.0,,Permit Entire,5095819,501,40.63556,-74.11886,1077,CASTLETON AVENUE,5,196,1,ARQUITECTURA VARELA,1,DOB NOW,Local Law 11,Commercial District/Overlay
S01114858-I1,STATEN ISLAND,,2024-10-08,2025-07-30,294,2025-09-29,680.0,,Permit Entire,5095820,501,40.63556,-74.11886,1075,CASTLETON AVENUE,5,196,1,ARQUITECTURA VARELA,1,DOB NOW,Local Law 11,Commercial District/Overlay
S01116400-I1,STATEN ISLAND,,2024-09-25,2025-07-30,307,2026-01-21,85.0,,Permit Entire,5107580,502,40.5738,-74.10546,2320,HYLAN BOULEVARD,5,3906,1,MJE PROFESSIONAL SERVICES,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
S01116981-I1,STATEN ISLAND,,2024-10-01,2025-07-30,301,2025-10-01,390.0,,Permit Entire,5000025,501,40.64049,-74.07624,60,BAY STREET,5,5,51,PR,1,DOB NOW,Local Law 11,Commercial District/Overlay
S01123621-I1,STATEN ISLAND,,2024-10-18,2025-07-30,284,2025-10-06,111.0,,Permit Entire,5106523,501,40.63588,-74.10556,355,BARD AVENUE,5,102,1,Volume Space Consulting Inc,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
S01125580-I1,STATEN ISLAND,,2025-01-17,2025-07-30,193,2026-01-17,72.0,,Permit Entire,5113169,502,40.6083,-74.10591,715,OCEAN TERRACE,5,683,1,AK CONSULTING SERVICES  INC,0,DOB NOW,Construction or Maintenance,Other Zoning Districts
S01126207-I1,STATEN ISLAND,,2025-03-26,2025-07-30,125,2025-10-25,653.0,,Permit Entire,5037524,502,40.59213,-74.15862,33,FERNDALE AVENUE,5,2364,1,AK CONSULTING SERVICES  INC,0,DOB NOW,Construction or Maintenance,Other Zoning Districts
S01127108-I1,STATEN ISLAND,,2024-10-17,2025-07-30,285,2025-10-17,51.0,,Permit Entire,5000039,501,40.63983,-74.07575,1,SLOSSON TERRACE,5,5,118,ASHRAF CORP,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay
S01128258-I1,STATEN ISLAND,,2024-10-25,2025-07-30,277,2025-10-25,50.0,,Permit Entire,5045654,502,40.59668,-74.06985,278,MC CLEAN AVENUE,5,3108,25,CONAPAC SERVICES  DBA,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
S01135395-I1,STATEN ISLAND,,2024-11-01,2025-07-30,270,2025-11-01,494.0,,Permit Entire,5112220,501,40.63154,-74.08564,55,AUSTIN PLACE,5,579,7501,ASHRAF CORP,1,DOB NOW,Local Law 11,Other Zoning Districts
S01143352-I1,STATEN ISLAND,,2024-12-13,2025-07-30,228,2026-03-05,243.0,,Permit Entire,5151735,501,40.64066,-74.0772,26,CENTRAL AVENUE,5,6,21,BITOPI CONSULTANTS LLC,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay
S01146196-I1,STATEN ISLAND,,2024-12-31,2025-07-30,210,2025-11-14,156.0,,Permit Entire,5113497,502,40.58631,-74.0862,256,MASON AVENUE,5,3355,50,RIGID STRUCTURAL DESIGN  LLC,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
S01160104-I1,STATEN ISLAND,,2025-05-07,2025-07-30,83,2025-10-06,30.0,,Permit Entire,5172198,502,40.59244,-74.09211,180,BURGHER AVENUE,5,3314,30,Volume Space Consulting Inc,0,DOB NOW,Construction or Maintenance,Other Zoning Districts
S01160976-I1,STATEN ISLAND,,2024-12-30,2025-07-30,211,2025-09-29,676.0,,Permit Entire,5002463,501,40.63695,-74.10499,288,KISSEL AVENUE,5,102,262,ARQUITECTURA VARELA,1,DOB NOW,Local Law 11,Other Zoning Districts
S01165174-I1,STATEN ISLAND,,2025-01-13,2025-07-30,197,2025-09-12,60.0,,Permit Entire,5000016,501,40.64587,-74.09307,561,RICHMOND TERRACE,5,4,21,ASHRAF CORP,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
S01167166-I1,STATEN ISLAND,,2025-02-07,2025-07-30,172,2025-09-15,25.0,,Permit Entire,5131697,503,40.51019,-74.23014,555,PAGE AVENUE,5,7760,1,AK CONSULTING SERVICES  INC,0,DOB NOW,Construction or Maintenance,Other Zoning Districts
S01172296-I1,STATEN ISLAND,,2025-01-29,2025-07-30,181,2026-01-29,490.0,,Permit Entire,5108960,502,40.60765,-74.11965,176,SCHMIDTS LANE,5,706,1,ASHRAF CORP,1,DOB NOW,Local Law 11,Other Zoning Districts
S01172356-I1,STATEN ISLAND,,2025-01-29,2025-07-30,181,2026-01-29,39.0,,Permit Entire,5108963,502,40.60765,-74.11965,801,MANOR ROAD,5,706,1,ASHRAF CORP,1,DOB NOW,Local Law 11,Other Zoning Districts
S01175104-I1,STATEN ISLAND,,2025-02-14,2025-07-30,165,2026-02-14,52.0,,Permit Entire,5108962,502,40.60765,-74.11965,235,WESTWOOD AVENUE,5,706,1,ASHRAF CORP,1,DOB NOW,Local Law 11,Other Zoning Districts
S01181017-I1,STATEN ISLAND,,2025-02-19,2025-07-30,160,2025-09-30,388.0,,Permit Entire,5176260,501,40.63705,-74.07422,1,HANNAH STREET,5,487,99,UNIVERSAL BUILDERS SUPPLY  LLC,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
S01181568-I1,STATEN ISLAND,,2025-02-28,2025-07-30,151,2026-02-28,95.0,,Permit Entire,5110030,502,40.60765,-74.11965,773,MANOR ROAD,5,706,1,ASHRAF CORP,1,DOB NOW,Local Law 11,Other Zoning Districts
S01181580-I1,STATEN ISLAND,,2025-02-28,2025-07-30,151,2026-02-28,240.0,,Permit Entire,5108965,502,40.60765,-74.11965,263,WESTWOOD AVENUE,5,706,1,ASHRAF CORP,1,DOB NOW,Local Law 11,Other Zoning Districts
S01181586-I1,STATEN ISLAND,,2025-02-28,2025-07-30,151,2026-02-28,112.0,,Permit Entire,5108961,502,40.60765,-74.11965,204,SCHMIDTS LANE,5,706,1,ASHRAF CORP,1,DOB NOW,Local Law 11,Other Zoning Districts
S01186342-I1,STATEN ISLAND,,2025-03-07,2025-07-30,144,2026-02-20,389.0,,Permit Entire,5000089,501,40.6448,-74.07806,51,STUYVESANT PLACE,5,9,9,HD GROUP,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay
S01191394-I1,STATEN ISLAND,,2025-03-12,2025-07-30,139,2025-09-30,128.0,,Permit Entire,5082757,503,40.51698,-74.19614,375,SEGUINE AVENUE,5,6670,1,BRAND ACCESS SOLUTIONS,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
S01194712-I1,STATEN ISLAND,,2025-07-14,2025-07-30,15,2025-12-02,28.0,,Permit Entire,5113169,502,40.6083,-74.10591,715,OCEAN TERRACE,5,683,1,AK CONSULTING SERVICES  INC,0,DOB NOW,Construction or Maintenance,Other Zoning Districts
S01196911-I1,STATEN ISLAND,,2025-03-19,2025-07-30,132,2026-03-19,120.0,,Permit Entire,5106534,501,40.63664,-74.08609,488,JERSEY STREET,5,105,125,Volume Space Consulting Inc,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay
S01201040-I1,STATEN ISLAND,,2025-03-31,2025-07-30,120,2026-01-21,55.0,,Permit Entire,5046179,502,40.6073,-74.08922,1850,CLOVE ROAD,5,3153,38,MJE PROFESSIONAL SERVICES,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay
S01206736-I1,STATEN ISLAND,,2025-04-08,2025-07-30,112,2026-04-08,25.0,,Permit Entire,5106532,501,40.63672,-74.08623,484,JERSEY STREET,5,105,123,Volume Space Consulting Inc,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay
S01206746-I1,STATEN ISLAND,,2025-04-08,2025-07-30,112,2026-04-08,20.0,,Permit Entire,5106533,501,40.63667,-74.08617,486,JERSEY STREET,5,105,24,Volume Space Consulting Inc,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay
S01208955-I1,STATEN ISLAND,,2025-04-21,2025-07-30,99,2025-08-05,69.0,,Permit Entire,5000315,501,40.64255,-74.07884,296,ST MARKS PLACE,5,19,33,GEIGER E&A GROUP CORP.,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
S01211337-I1,STATEN ISLAND,,2025-04-16,2025-07-30,104,2025-10-06,70.0,,Permit Entire,5089357,501,40.64709,-74.08432,53,SAINT MARKS PLACE,5,15,47,Volume Space Consulting Inc,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
S01212157-I1,STATEN ISLAND,,2025-04-24,2025-07-30,96,2025-08-24,14.0,,Permit Entire,5018986,501,40.6099,-74.14641,2500,VICTORY BOULEVARD,5,751,45,CONAPAC SERVICES  DBA,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay
S01219711-I1,STATEN ISLAND,,2025-05-02,2025-07-30,88,2026-03-31,352.0,,Permit Entire,5106787,501,40.61327,-74.1367,2187,VICTORY BOULEVARD,5,463,1,MSM ENGINEERING SERVICES  PLLC,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
S01223319-I1,STATEN ISLAND,,2025-05-28,2025-07-30,62,2025-09-29,53.0,,Permit Entire,5000110,501,40.64674,-74.07998,198,RICHMOND TERRACE,5,13,73,ASHRAF CORP,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay
S01223327-I1,STATEN ISLAND,,2025-05-21,2025-07-30,69,2025-09-29,52.0,,Permit Entire,5000109,501,40.6468,-74.08014,204,RICHMOND TERRACE,5,13,71,ASHRAF CORP,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay
S01225645-I1,STATEN ISLAND,,2025-05-16,2025-07-30,74,2025-08-11,40.0,,Permit Entire,5127083,503,40.51903,-74.23774,1,NASSAU PLACE,5,7971,125,AP PROFESSIONAL ENG PLLC,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
S01234052-I1,STATEN ISLAND,,2025-06-06,2025-07-30,53,2026-02-28,296.0,,Permit Entire,5049717,502,40.58454,-74.08552,475,SEAVIEW AVENUE,5,3355,32,LAWSON CHRISTIAN,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
S01235517-I1,STATEN ISLAND,,2025-06-04,2025-07-30,55,2025-12-19,100.0,,Permit Entire,5027942,501,40.62672,-74.15868,2079,FOREST AVENUE,5,1234,119,MJE PROFESSIONAL SERVICES,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay
S01238607-I1,STATEN ISLAND,,2025-06-13,2025-07-30,46,2026-02-14,100.0,,Permit Entire,5104536,501,40.63215,-74.12762,5,DUBOIS AVENUE,5,215,100,IKRA CONSULTING LLC,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay
S01242589-I1,STATEN ISLAND,,2025-06-27,2025-07-30,32,2025-11-03,118.0,,Permit Entire,5095140,501,40.64337,-74.09804,49,CLINTON AVENUE,5,69,7501,ASHRAF CORP,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
S01246489-I1,STATEN ISLAND,,2025-06-27,2025-07-30,32,2026-06-27,548.0,,Permit Entire,5089353,501,40.63927,-74.07405,80,BAY STREET LANDING,5,1,7501,ASR ENGINEERING PC,1,DOB NOW,Local Law 11,Commercial District/Overlay
S01259349-I1,STATEN ISLAND,,2025-07-24,2025-07-30,5,2026-07-24,33.0,,Permit Entire,5001565,501,40.64136,-74.09466,143,LAFAYETTE AVENUE,5,65,9,ASR ENGINEERING PC,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay
S01260482-I1,STATEN ISLAND,,2025-07-28,2025-07-30,1,2025-11-03,751.0,,Permit Entire,5008972,501,40.61898,-74.10702,1100,CLOVE ROAD,5,327,60,ASHRAF CORP,1,DOB NOW,Local Law 11,Other Zoning Districts
S08004102-I1,STATEN ISLAND,,2022-11-07,2025-07-30,995,2025-08-14,750.0,,Permit Entire,5079651,503,40.5446,-74.19701,455,HUGUENOT AVENUE,5,6050,2,AME SERVICES INC,0,DOB NOW,Construction or Maintenance,Other Zoning Districts
S08012893-I1,STATEN ISLAND,,2022-10-07,2025-07-30,1026,2025-12-31,8.0,,Permit Entire,5001150,501,40.64203,-74.08546,55,LAYTON AVENUE,5,49,182,NYMS CONSULTING LLC,0,DOB NOW,Construction or Maintenance,Other Zoning Districts
S08016158-I1,STATEN ISLAND,,2022-10-07,2025-07-30,1026,2025-12-19,390.0,,Permit Entire,5043303,501,40.61657,-74.0754,330,TOMPKINS AVENUE,5,2873,34,ENTHINK ENGINEERING LLC,1,DOB NOW,Local Law 11,Other Zoning Districts
S08028781-I1,STATEN ISLAND,,2022-10-27,2025-07-30,1006,2025-12-26,394.0,,Permit Entire,5113454,501,40.61827,-74.09327,1,CAMPUS ROAD,5,620,1,IKRA CONSULTING LLC,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
S08033111-I1,STATEN ISLAND,,2023-05-04,2025-07-30,817,2025-11-25,1922.0,,Permit Entire,5082634,503,40.5283,-74.19352,100,LUTEN AVENUE,5,6613,1,DSENY ENGINEERING SERVICES  PC,0,DOB NOW,Construction or Maintenance,Other Zoning Districts
X00002036-I1,BRONX,,2017-11-11,2025-07-30,2817,2026-04-28,110.0,,Permit Entire,2000765,201,40.80814,-73.92984,9,BRUCKNER BOULEVARD,2,2317,19,JOEL PHAGOO P.E. PLLC,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
X00019005-I1,BRONX,,2018-03-08,2025-07-30,2700,2025-08-27,280.0,,Permit Entire,2000780,201,40.81015,-73.92807,199,LINCOLN AVENUE,2,2318,22,ASIF JAMIL  RA,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
X00025903-I1,BRONX,,2018-03-13,2025-07-30,2695,2025-08-01,247.0,,Permit Entire,2003065,204,40.83484,-73.92491,1110,ANDERSON AVENUE,2,2505,40,VS CONSULTING ENGINEERING  PC,1,DOB NOW,Local Law 11,Other Zoning Districts
X00029075-I1,BRONX,,2018-03-22,2025-07-30,2686,2026-03-02,130.0,,Permit Entire,2003142,204,40.8334,-73.92664,1045,ANDERSON AVENUE,2,2508,26,BRIAN T. O'CONNOR,1,DOB NOW,Local Law 11,Other Zoning Districts
X00046271-I1,BRONX,,2018-05-30,2025-07-30,2617,2025-08-09,1.0,,Permit Entire,2005009,201,40.82024,-73.90208,851,PROSPECT AVENUE,2,2677,24,BRIAN T. O'CONNOR,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay
X00052490-I1,BRONX,,2018-06-20,2025-07-30,2596,2026-02-03,156.0,,Permit Entire,2000855,201,40.81685,-73.91911,355,EAST 149 STREET,2,2328,1,JOEL PHAGOO P.E. PLLC,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay
X00056039-I1,BRONX,,2018-06-25,2025-07-30,2591,2025-09-15,682.0,,Permit Entire,2092481,208,40.87494,-73.9067,2831,EXTERIOR STREET,2,3265,1,AK CONSULTING SERVICES  INC,1,DOB NOW,Local Law 11,Other Zoning Districts
